组别,代码,名称,昨日弱势依据,昨日涨跌幅%,昨日最高价,昨日收盘价,竞价价格,竞价涨幅%,竞价成交额元,昨日竞价成交额元,竞价额较昨日倍数,竞价换手率%,昨日回落收复比例,未通过条件
B,600714.SH,金瑞矿业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.111872,17.73,17.15,17.5,2.040816,1615250.0,1166400.0,1.384817,0.032029,0.603448,竞价额不足500万；竞价额未达到昨日1.5倍
B,002172.SZ,澳洋健康,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.565558,5.45,5.03,4.98,-0.994036,17171538.0,12485263.0,1.375345,0.450649,-0.119048,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002208.SZ,合肥城建,昨日下跌至少1%,-1.135191,9.76,9.58,9.62,0.417537,241462.0,175994.0,1.37199,0.003126,0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600438.SH,通威股份,昨日下跌至少1%,-1.070473,11.21,11.09,11.19,0.901713,1002624.0,731898.0,1.369896,0.00199,0.833333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,002847.SZ,盐津铺子,昨日下跌至少1%,-2.142524,42.7,42.02,42.02,0.0,373978.0,273280.0,1.368479,0.003649,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603308.SH,应流股份,昨日冲高回落且收于日内下半区,0.75261,43.3,41.5,42.54,2.506024,6095982.0,4469000.0,1.36406,0.019672,0.577778,竞价额未达到昨日1.5倍
B,000534.SZ,万泽股份,昨日冲高回落且收于日内下半区,0.213402,24.54,23.48,23.84,1.53322,1947728.0,1428518.0,1.363461,0.016193,0.339623,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000533.SZ,顺钠股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.220036,11.28,10.82,10.93,1.016636,1455876.0,1070720.0,1.359717,0.019448,0.23913,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002407.SZ,多氟多,昨日下跌至少1%,-1.00243,33.36,32.59,32.9,0.951212,13199480.0,9754696.0,1.353141,0.037117,0.402597,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600800.SH,渤海化学,昨日下跌至少1%,-1.201201,3.32,3.29,3.31,0.607903,63221.0,46812.0,1.35053,0.001721,0.666667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,002608.SZ,江苏国信,昨日下跌至少1%,-2.150538,7.43,7.28,7.28,0.0,507416.0,377856.0,1.342882,0.001845,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002815.SZ,崇达技术,昨日冲高回落且收于日内下半区,1.668092,24.73,23.77,24.0,0.967606,29584800.0,22199344.0,1.332688,0.15862,0.239583,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002980.SZ,华盛昌,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.635101,122.21,116.39,118.07,1.443423,15018504.0,11298420.0,1.329257,0.125584,0.28866,竞价额未达到昨日1.5倍；未收复昨日回落的一半
A,002137.SZ,实益达,昨日炸板未封住,4.268293,9.02,8.55,8.53,-0.233918,37711130.0,28424960.0,1.326691,1.115122,-0.042553,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002851.SZ,麦格米特,昨日冲高回落且收于日内下半区,-0.369944,125.71,121.19,123.78,2.13714,19371570.0,14666334.0,1.320819,0.031829,0.573009,竞价额未达到昨日1.5倍
B,600010.SH,包钢股份,昨日下跌至少1%,-1.401869,2.15,2.11,2.12,0.473934,3446060.0,2609250.0,1.320709,0.00519,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002258.SZ,利尔化学,昨日下跌至少1%,-1.245902,15.33,15.06,15.06,0.0,987936.0,748867.0,1.319241,0.008209,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002989.SZ,中天精装,昨日冲高回落且收于日内下半区,-0.889831,24.18,23.39,23.7,1.325353,289140.0,219866.0,1.315074,0.006167,0.392405,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600367.SH,红星发展,昨日冲高回落且收于日内下半区,-0.357437,37.69,36.24,36.73,1.352097,7716973.0,5871600.0,1.314288,0.065254,0.337931,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000630.SZ,铜陵有色,昨日下跌至少1%,-1.149425,6.08,6.02,6.11,1.495017,19954649.0,15188788.0,1.313775,0.029309,1.5,竞价额未达到昨日1.5倍
B,002463.SZ,沪电股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.380282,129.36,123.48,126.2,2.202786,47981240.0,36665820.0,1.308609,0.019773,0.462585,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000822.SZ,山东海化,昨日下跌至少1%,-1.385681,4.32,4.27,4.27,0.0,88816.0,67940.0,1.307271,0.002324,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002121.SZ,科陆电子,昨日下跌至少1%,-1.851852,4.86,4.77,4.78,0.209644,390048.0,298840.0,1.305207,0.005782,0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603406.SH,天富龙,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-7.864045,29.75,27.65,27.66,0.036166,694266.0,535320.0,1.296918,0.042745,0.004762,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002652.SZ,扬子新材,昨日下跌至少1%,-1.495726,4.71,4.61,4.68,1.518438,270504.0,208680.0,1.296262,0.011288,0.7,竞价额不足500万；竞价额未达到昨日1.5倍
B,002368.SZ,太极股份,昨日下跌至少1%,-1.564829,13.42,13.21,13.33,0.908403,138632.0,107811.0,1.28588,0.001673,0.571429,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,000966.SZ,长源电力,昨日下跌至少1%,-2.415459,4.13,4.04,4.03,-0.247525,763685.0,596164.0,1.280998,0.005444,-0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603880.SH,南卫股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.51004,10.07,9.71,9.74,0.30896,74998.0,58705.0,1.27754,0.002664,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603045.SH,福达合金,昨日冲高回落且收于日内下半区,1.585709,52.33,50.61,51.82,2.390832,4539432.0,3555000.0,1.276915,0.064676,0.703488,竞价额不足500万；竞价额未达到昨日1.5倍
B,600098.SH,广州发展,昨日下跌至少1%,-1.569859,6.37,6.27,6.25,-0.318979,735625.0,577122.0,1.274644,0.003357,-0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600456.SH,宝钛股份,昨日下跌至少1%,-2.152642,25.54,25.0,25.16,0.64,226440.0,177660.0,1.274569,0.001884,0.296296,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600271.SH,航天信息,昨日下跌至少1%,-1.339286,6.73,6.63,6.65,0.301659,89775.0,70455.0,1.274218,0.000729,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002156.SZ,通富微电,昨日下跌至少1%,-1.520014,59.54,58.31,59.7,2.383811,41861640.0,32886840.0,1.272899,0.046209,1.130081,竞价额未达到昨日1.5倍
B,601899.SH,紫金矿业,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.947777,32.0,30.9,31.5,1.941748,85516200.0,67209300.0,1.272386,0.013177,0.545455,竞价额未达到昨日1.5倍
B,002647.SZ,仁东控股,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.364877,11.19,10.84,11.0,1.476015,755700.0,595680.0,1.268634,0.006767,0.457143,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002185.SZ,华天科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.72997,16.91,16.39,16.77,2.318487,32820567.0,25874016.0,1.268476,0.058842,0.730769,竞价额未达到昨日1.5倍
B,603516.SH,淳中科技,昨日冲高回落且收于日内下半区,-0.430483,88.38,85.58,86.2,0.724468,956820.0,754688.0,1.267835,0.005461,0.221429,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002549.SZ,凯美特气,昨日下跌至少1%,-1.978022,13.71,13.38,13.51,0.971599,716030.0,566069.0,1.264916,0.007655,0.393939,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603150.SH,万朗磁塑,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.866978,69.5,67.28,68.4,1.664685,513000.0,409260.0,1.253482,0.008774,0.504505,竞价额不足500万；竞价额未达到昨日1.5倍
B,002254.SZ,泰和新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.201258,12.9,12.44,12.5,0.482315,576250.0,459732.0,1.253448,0.00542,0.130435,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601949.SH,中国出版,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.138211,6.29,6.08,6.0,-1.315789,6388800.0,5119992.0,1.247814,0.055925,-0.380952,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600458.SH,时代新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.492334,11.76,11.33,11.44,0.970874,612040.0,490786.0,1.247061,0.006155,0.255814,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002636.SZ,金安国纪,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.664159,84.75,79.4,80.34,1.183879,52204932.0,41939900.0,1.244756,0.089599,0.175701,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600936.SH,北投科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.478261,4.58,4.44,4.43,-0.225225,1494239.0,1210952.0,1.233937,0.020185,-0.071429,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603580.SH,艾艾精工,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.104932,65.45,62.32,62.87,0.882542,3677895.0,2981257.0,1.233673,0.044768,0.175719,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002446.SZ,盛路通信,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.579952,8.43,8.08,8.15,0.866337,942955.0,766272.0,1.230575,0.013647,0.2,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000553.SZ,安道麦A,昨日下跌至少1%,-1.236749,5.68,5.59,5.61,0.357782,154275.0,125430.0,1.229969,0.001263,0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603712.SH,七一二,昨日下跌至少1%,-1.827676,11.52,11.28,11.3,0.177305,210180.0,170903.0,1.22982,0.002409,0.083333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600841.SH,动力新科,昨日冲高回落且收于日内下半区,2.131439,6.02,5.75,5.76,0.173913,2126016.0,1744600.0,1.218627,0.035387,0.037037,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
A,605058.SH,澳弘电子,昨日开板37次,9.993233,48.76,48.76,49.0,0.492207,64582000.0,53048900.0,1.217405,0.922161,,竞价高开不足1%；竞价额未达到昨日1.5倍
B,002757.SZ,南兴股份,昨日下跌至少1%,-1.736695,17.97,17.54,17.87,1.881414,1361694.0,1126356.0,1.208937,0.026812,0.767442,竞价额不足500万；竞价额未达到昨日1.5倍
B,600338.SH,西藏珠峰,昨日下跌至少1%,-1.959248,12.81,12.51,12.65,1.119105,1849430.0,1533330.0,1.206153,0.015992,0.466667,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603989.SH,艾华集团,昨日冲高回落且收于日内下半区,-0.05637,36.86,35.46,36.0,1.522843,9781200.0,8109946.0,1.206075,0.068133,0.385714,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600570.SH,恒生电子,昨日下跌至少1%,-1.089648,20.19,19.97,20.09,0.600901,801591.0,665660.0,1.204205,0.002107,0.545455,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,600590.SH,泰豪科技,昨日冲高回落且收于日内下半区,-0.586166,9.05,8.48,8.52,0.471698,3233340.0,2704554.0,1.195517,0.044987,0.070175,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600967.SH,内蒙一机,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.484781,13.87,13.27,13.15,-0.904295,6816960.0,5723298.0,1.191089,0.030462,-0.2,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600268.SH,国电南自,昨日下跌至少1%,-2.200957,10.43,10.22,10.28,0.587084,208684.0,175422.0,1.189611,0.001999,0.285714,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600426.SH,华鲁恒升,昨日下跌至少1%,-1.571211,19.73,19.42,19.41,-0.051493,3435570.0,2891445.0,1.188184,0.006437,-0.032258,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600979.SH,广安爱众,昨日下跌至少1%,-2.912621,4.09,4.0,3.98,-0.5,686152.0,581603.0,1.17976,0.013884,-0.222222,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002342.SZ,巨力索具,昨日下跌至少1%,-2.638191,7.95,7.75,7.8,0.645161,1070940.0,907890.0,1.179592,0.014382,0.25,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,003039.SZ,顺控发展,昨日下跌至少1%,-1.11465,12.56,12.42,12.4,-0.161031,565440.0,483560.0,1.169327,0.007384,-0.142857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002008.SZ,大族激光,昨日冲高回落且收于日内下半区,-0.764078,98.4,94.81,97.03,2.341525,27643847.0,23644353.0,1.169152,0.029779,0.618384,竞价额未达到昨日1.5倍
B,000862.SZ,银星能源,昨日下跌至少1%,-2.477876,5.64,5.51,5.49,-0.362976,1835856.0,1570740.0,1.168784,0.046888,-0.153846,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600236.SH,桂冠电力,昨日下跌至少1%,-1.831129,9.78,9.65,9.68,0.310881,91960.0,79218.0,1.160847,0.000121,0.230769,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000099.SZ,中信海直,昨日下跌至少1%,-1.076095,13.08,12.87,12.92,0.3885,251940.0,217392.0,1.15892,0.002514,0.238095,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000601.SZ,韶能股份,昨日下跌至少1%,-2.535658,6.28,6.15,6.15,0.0,990150.0,854601.0,1.158611,0.015339,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601069.SH,西部黄金,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-5.136054,29.29,27.89,28.38,1.756902,4938120.0,4298998.0,1.148668,0.019613,0.35,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600452.SH,涪陵电力,昨日下跌至少1%,-1.864035,9.16,8.95,8.96,0.111732,573440.0,499590.0,1.147821,0.004165,0.047619,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000951.SZ,中国重汽,昨日下跌至少1%,-1.315789,20.65,20.25,20.3,0.246914,290290.0,252960.0,1.147573,0.001223,0.125,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603375.SH,盛景微,昨日冲高回落且收于日内下半区,-0.969442,49.3,46.99,48.55,3.319855,1296285.0,1131600.0,1.145533,0.041862,0.675325,竞价额不足500万；竞价额未达到昨日1.5倍
B,603078.SH,江化微,昨日下跌至少1%,-1.098566,33.38,32.41,33.15,2.283246,4067505.0,3556660.0,1.143631,0.031817,0.762887,竞价额不足500万；竞价额未达到昨日1.5倍
B,600876.SH,凯盛新能,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.336449,8.75,8.36,8.28,-0.956938,3701160.0,3242055.0,1.141609,0.112972,-0.205128,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603439.SH,三力制药,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.453901,14.16,13.19,13.1,-0.682335,6667900.0,5851417.0,1.139536,0.12604,-0.092784,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603267.SH,鸿远电子,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.616786,52.0,50.24,51.24,1.990446,3607296.0,3174066.0,1.136491,0.030466,0.568182,竞价额不足500万；竞价额未达到昨日1.5倍
B,603027.SH,千禾味业,昨日下跌至少1%,-1.222826,7.36,7.27,7.28,0.137552,185640.0,163459.0,1.135698,0.001916,0.111111,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603806.SH,福斯特,昨日下跌至少1%,-2.094972,14.35,14.02,14.16,0.998573,1418832.0,1249600.0,1.135429,0.003841,0.424242,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002565.SZ,顺灏股份,昨日下跌至少1%,-1.494253,8.75,8.57,8.58,0.116686,4334616.0,3828045.0,1.132332,0.047662,0.055556,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001267.SZ,汇绿生态,昨日冲高回落且收于日内下半区,-0.652351,37.8,36.55,37.38,2.270862,3229632.0,2852367.0,1.132264,0.014198,0.664,竞价额不足500万；竞价额未达到昨日1.5倍
B,600930.SH,华电新能,昨日下跌至少1%,-2.01005,3.96,3.9,3.9,0.0,2266290.0,2001780.0,1.132137,0.005409,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,003035.SZ,南网能源,昨日下跌至少1%,-3.310105,5.7,5.55,5.62,1.261261,973946.0,864880.0,1.126105,0.004575,0.466667,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000983.SZ,山西焦煤,昨日下跌至少1%,-1.212121,6.6,6.52,6.45,-1.07362,2899275.0,2578008.0,1.124618,0.007918,-0.875,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,601360.SH,三六零,昨日下跌至少1%,-1.480638,8.79,8.65,8.71,0.693642,4880213.0,4343677.0,1.123521,0.008005,0.428571,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002091.SZ,江苏国泰,昨日下跌至少1%,-1.287001,7.82,7.67,7.68,0.130378,152064.0,135450.0,1.122658,0.001236,0.066667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603687.SH,大胜达,昨日冲高回落且收于日内下半区,0.324254,16.35,15.47,15.53,0.387847,1338686.0,1195803.0,1.119487,0.015672,0.068182,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,605378.SH,野马电池,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.679369,15.73,14.66,14.82,1.091405,5021016.0,4498050.0,1.116265,0.129636,0.149533,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600116.SH,三峡水利,昨日下跌至少1%,-1.913876,6.26,6.15,6.15,0.0,795810.0,715518.0,1.112215,0.006767,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002409.SZ,雅克科技,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.765006,138.84,134.69,137.8,2.309006,24941800.0,22470690.0,1.10997,0.056825,0.749398,竞价额未达到昨日1.5倍
B,603132.SH,金徽股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.0,18.68,18.13,18.35,1.213458,293600.0,264528.0,1.109901,0.001636,0.4,竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600795.SH,国电电力,昨日下跌至少1%,-1.12782,5.32,5.26,5.26,0.0,691164.0,622750.0,1.109858,0.000737,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,001896.SZ,豫能控股,昨日下跌至少1%,-3.23363,12.19,11.97,11.91,-0.501253,8370348.0,7595297.0,1.102044,0.046062,-0.272727,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,000818.SZ,航锦科技,昨日下跌至少1%,-1.279863,11.78,11.57,11.67,0.864304,779556.0,708414.0,1.100424,0.010149,0.47619,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002364.SZ,中恒电气,昨日下跌至少1%,-1.66021,36.5,35.54,36.13,1.660101,4194693.0,3839160.0,1.092607,0.020801,0.614583,竞价额不足500万；竞价额未达到昨日1.5倍
B,002532.SZ,天山铝业,昨日下跌至少1%,-1.92604,13.02,12.73,12.92,1.492537,6412196.0,5903832.0,1.086107,0.012085,0.655172,竞价额未达到昨日1.5倍
B,002346.SZ,柘中股份,昨日下跌至少1%,-1.070664,18.8,18.48,18.6,0.649351,656580.0,605277.0,1.08476,0.007994,0.375,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600350.SH,山东高速,昨日下跌至少1%,-1.08055,10.21,10.07,10.05,-0.19861,385920.0,357318.0,1.080046,0.000794,-0.142857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002897.SZ,意华股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.204682,72.14,69.47,70.87,2.015258,13125124.0,12156360.0,1.079692,0.100457,0.524345,竞价额未达到昨日1.5倍
B,002625.SZ,光启技术,昨日冲高回落且收于日内下半区,-0.672328,29.02,28.07,28.81,2.636266,13771180.0,12765942.0,1.078744,0.022185,0.778947,竞价额未达到昨日1.5倍
A,605577.SH,龙版传媒,昨日最后封板14:53:33,9.970674,15.0,15.0,14.26,-4.933333,24766768.0,23054714.0,1.07426,0.39078,,竞价高开不足1%；竞价额未达到昨日1.5倍
B,600938.SH,中国海油,昨日下跌至少1%,-1.541717,32.79,32.57,32.14,-1.320233,11187934.0,10418828.0,1.073819,0.011642,-1.954545,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600497.SH,驰宏锌锗,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.1893,9.77,9.41,9.62,2.231668,9063002.0,8445398.0,1.073129,0.018691,0.583333,竞价额未达到昨日1.5倍
B,603330.SH,天洋新材,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-2.628812,9.67,9.26,9.5,2.591793,2856650.0,2668550.0,1.070488,0.073934,0.585366,竞价额不足500万；竞价额未达到昨日1.5倍
B,002256.SZ,兆新股份,昨日下跌至少1%,-1.840491,3.23,3.2,3.22,0.625,451766.0,423130.0,1.067677,0.006965,0.666667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,600547.SH,山东黄金,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.461714,34.6,32.86,33.5,1.947657,35965600.0,33688029.0,1.067608,0.029703,0.367816,竞价额未达到昨日1.5倍；未收复昨日回落的一半
A,001209.SZ,洪兴股份,昨日炸板未封住,0.156006,21.15,19.26,17.99,-6.593977,12673955.0,11886020.0,1.066291,0.732888,-0.671958,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603488.SH,展鹏科技,昨日下跌至少1%,-1.25,8.11,7.9,7.93,0.379747,144326.0,135660.0,1.06388,0.006233,0.142857,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600797.SH,浙大网新,昨日下跌至少1%,-1.060606,6.63,6.53,6.57,0.612557,136656.0,129035.0,1.059061,0.002024,0.4,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002913.SZ,奥士康,昨日下跌至少1%,-1.155096,84.49,82.15,84.01,2.264151,11274142.0,10654702.0,1.058138,0.043937,0.794872,竞价额未达到昨日1.5倍
B,000791.SZ,甘肃能源,昨日下跌至少1%,-3.116531,7.34,7.15,7.15,0.0,431145.0,409014.0,1.054108,0.003115,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603216.SH,梦天家居,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-6.672888,21.42,20.0,19.91,-0.45,804364.0,763266.0,1.053845,0.018142,-0.06338,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002104.SZ,恒宝股份,昨日下跌至少1%,-1.341682,11.16,11.03,11.13,0.906618,2392950.0,2275042.0,1.051827,0.035384,0.769231,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍
B,603316.SH,诚邦股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-3.804692,15.72,15.17,15.48,2.043507,2945844.0,2810500.0,1.048157,0.072011,0.563636,竞价额不足500万；竞价额未达到昨日1.5倍
B,600785.SH,新华百货,昨日下跌至少1%,-1.573255,10.18,10.01,9.95,-0.599401,1057685.0,1012910.0,1.044204,0.033652,-0.352941,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603285.SH,键邦股份,昨日下跌至少1%；昨日冲高回落且收于日内下半区,-1.196048,39.39,38.0,38.0,0.0,2432000.0,2335690.0,1.041234,0.102734,0.0,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,603002.SH,宏昌电子,昨日冲高回落且收于日内下半区,-0.825593,20.34,19.22,19.62,2.081165,12927618.0,12502038.0,1.034041,0.0581,0.357143,竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600989.SH,宝丰能源,昨日下跌至少1%,-3.449709,23.86,23.23,23.03,-0.860956,17288621.0,16725300.0,1.033681,0.010237,-0.31746,竞价高开不足1%；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,600063.SH,皖维高新,昨日下跌至少1%,-1.974865,5.61,5.46,5.48,0.3663,580332.0,561848.0,1.032899,0.005118,0.133333,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
B,002831.SZ,裕同科技,昨日下跌至少1%,-1.791989,28.7,27.95,28.15,0.715564,349060.0,338198.0,1.032117,0.001736,0.266667,竞价高开不足1%；竞价额不足500万；竞价额未达到昨日1.5倍；未收复昨日回落的一半
